TCP,EEBO,VID,STC,Status,Author,Date,Title,Terms,Pages,Length,Century,Decade,Period,contemporary_single_author,Selection
A29768,12676391,65557,Wing B5051; ESTC R19929,Free,"Brown, Thomas, 1663-1704.",1700,"Amusements serious and comical, calculated for the meridian of London by Mr. Brown.",London (England) -- Description and travel -- Early works to 1800.; London (England) -- Social life and customs.,166,28086,18,1700,1700-1750,y,
A30142,15554504,103701,Wing B552; ESTC R5283,Free,"Balfour, Andrew, Sir, 1630-1694.",1700,"Letters write [sic] to a friend by the learned and judicious Sir Andrew Balfour ... containing excellent directions and advices for travelling thro' France and Italy, with many curious and judicious remarks and observations made by himself, in his voyages thro' these countreys, published from the author's original m.s.",France -- Description and travel -- Guidebooks.; Italy -- Description and travel -- Guidebooks.,331,51984,18,1700,1700-1750,y,
A35221,12259661,57814,Wing C7318; ESTC R21090,Free,"R. B., 1632?-1725?",1700,"The English acquisitions in Guinea & East-India containing first, the several forts and castles of the Royal African Company, from Sally in South Barbary, to the Cape of Good Hope in Africa ... secondly, the forts and factories of the Honourable East-India Company in Persia, India, Sumatra, China, &c. ... : with an account of the inhabitants of all these countries ... : also the birds, beasts, serpents and monsters and other strange creatures found there ... : likewise, a description of the Isle of St. Helena, where the English usually refresh in their Indian voyages by R.B.",Voyages and travels.; Africa -- Description and travel.; Asia -- Description and travel.,190,60459,18,1700,1700-1750,y,
A38791,99831079,35541,Wing E3490A; ESTC R219623,Free,"Evelyn, John, 1620-1706.",1700,A journey to England With some account of the manners and customs of that nation. Written at the command of a nobleman in France. Made English.,England -- Description and travel -- Early works to 1800.; England -- Social life and customs -- Early works to 1800.,44,6332,18,1700,1700-1750,y,
A40482,13566009,100310,Wing F2211; ESTC R33794,Free,"Frick, Christoph, b. 1659.; Schweitzer, Christoph.",1700,"A relation of two several voyages made into the East Indies by Christopher Fryke and Christopher Schewitzer the whole containing an exact account of the customs, dispositions, manners, religion, &c. of the several kingdoms and dominions in those parts of the world in general : but in a more particular manner, describing those countries which are under the power and government of the Dutch / done out of the Dutch by S.L .",Netherlands -- Colonies.; Indonesia -- Description and travel.; Indonesia -- Description and travel -- Early works to 1800.; Java (Indonesia),381,117480,18,1700,1700-1750,n,
A63652,99826537,30940,Wing T2888; ESTC R214344,Free,NA,1700,"A true relation of a most horrid conspiracy and running away with the ship Adventure having on board forty thousand pieces of eight, and other goods to a great value. Together with the cruel and barbarous leaving and turning ashore upon the island Naias, in the East-Indies, the Captain, and three merchants which were passengers, and sixteen honest and able seamen, eight whereof miserably perished by hunger and hardship, and but four of the remainder yet come to England. Together with some short account of what passed at the trial and condemnation of those who committed that fact.",Mutiny -- England -- Early works to 1800.; Voyages and travels -- Early works to 1800.,4,3817,18,1700,1700-1750,n,
A67329,14573949,102617,Wing W491; ESTC R34706,Free,"Wallace, James, d. 1688.; Sibbald, Robert, Sir, 1641-1722. Essay concerning the Thule of the ancients.",1700,An account of the Islands of Orkney by James Wallace ... ; to which is added an essay concerning the Thule of the ancients.,Orkney -- Description and travel.; Thule -- History.,200,32178,18,1700,1700-1750,n,
A67524,17164340,106093,Wing W758; ESTC R38065,Free,"Ward, Edward, 1667-1731.",1700,A step to the Bath with a character of the place.,Bath (England) -- Fiction.; Bath (England) -- Description and travel.,16,10953,18,1700,1700-1750,y,
N02853,NA,NA,Evans 3407,Free,"Cooke, Ebenezer, ca. 1667-ca. 1732.; Cooke, Ebenezer, ca. 1667-ca. 1732. Sotweed factor, or voiage to Maryland.",1731,"The Maryland muse. Containing I. The history of Colonel Nathaniel Bacon's rebellion in Virginia. Done into Hudibrastick verse, from an old ms. II. The sotweed factor, or voiage to Maryland. / By E. Cooke, gent. ; [Two lines of verse]","Bacon's Rebellion, 1676 -- Poetry.; Maryland -- Description and travel.; Virginia -- History -- Colonial period, ca. 1600-1775.; Poems -- 1731.",28,12461,18,1730,1700-1750,n,
N03643,NA,NA,Evans 4453,Free,"Whitefield, George, 1714-1770.",1740,"A journal of a voyage from Gibralter to Georgia. By Geo. Whitefield, A.B. of Pembroke-College, Oxford. ; Containing many curious observations, and edifying reflections, on the several occurrences that happen'd in the voyage.",Great Awakening.; Voyages and travels.,252,126230,18,1740,1700-1750,y,
N03776,NA,NA,Evans 4631,Free,"Whitefield, George, 1714-1770.",1740,"A journal of a voyage from London to Gibraltar. By George Whitefield, B.A. Of Pembroke-College, Oxford.",Voyages and travels.; Prospectuses.; Booksellers' advertisements -- Massachusetts -- Boston.,55,12937,18,1740,1700-1750,y,
N03777,NA,NA,Evans 4632,Free,"Whitefield, George, 1714-1770.",1740,"A continuation of the journal of a voyage from Gibraltar to Savannah in Georgia. By George Whitefield, A.B. of Pembroke-College, Oxford. ; Containing many curious observations, and edifying reflections, on the several occurrence [sic] that happened in the voyage.","Whitefield, George, 1714-1770.; Voyages and travels.; Booksellers' advertisements -- Massachusetts -- Boston.",47,11174,18,1740,1700-1750,y,
N03778,NA,NA,Evans 4633,Free,"Whitefield, George, 1714-1770.; Wesley, Charles, 1707-1788.",1740,"A continuation of the Reverend Mr. Whitefield's journal during the time he was detained in England, by the embargo. Vol. II.",Voyages and travels.; Booksellers' advertisements -- Massachusetts -- Boston.,211,103362,18,1740,1700-1750,n,
N03780,NA,NA,Evans 4636,Free,"Whitefield, George, 1714-1770.",1740,"A continuation of the Reverend Mr. Whitefield's journal from a few days after his arrival at Georgia, to his second return thither from Pennsylvania.",Voyages and travels.; Great Awakening.,96,19719,18,1740,1700-1750,y,
N03932,NA,NA,Evans 4846,Free,"Whitefield, George, 1714-1770.",1741,"A continuation of the Reverend Mr. Whitefield's journal, from a few days after his arrival at Savannah, June the fourth, to his leaving Stanford, the last town in New-England, October 29. 1740.",Voyages and travels.; Great Awakening.; Booksellers' advertisements -- Pennsylvania -- Philadelphia.,126,26042,18,1740,1700-1750,y,
N03934,NA,NA,Evans 4848,Free,"Whitefield, George, 1714-1770.",1741,"A continuation of the Reverend Mr. Whitefield's journal from Savannah, June 25. 1740. to his arrival at Rhode-Island, his travels in the other governments of New-England, to his departure from Stanford for New-York.","Whitefield, George, 1714-1770.; Great Awakening.; Voyages and travels.",96,25704,18,1740,1700-1750,y,
N03935,NA,NA,Evans 4851,Free,"Whitefield, George, 1714-1770.",1741,"A continuation of the Reverend Mr. Whitefield's journal from his leaving New-England, October 1740. To his arrival at Falmouth in England.","Whitefield, George, 1714-1770.; Great Awakening.; Voyages and travels.; Publishers' catalogues -- Massachusetts -- Boston.",48,12470,18,1740,1700-1750,y,
N03936,NA,NA,Evans 4853,Free,"Whitefield, George, 1714-1770.",1741,"A continuation of the Reverend Mr. Whitefield's journal from his leaving Stanford in New-England, October 29th 1740. to his arrival at Falmouth in England, March 11. 1741. Containing, an account of the work of God at New-York, Pennsylvania, and South-Carolina.","Whitefield, George, 1714-1770.; Great Awakening.; Voyages and travels.",40,12618,18,1740,1700-1750,y,
N03937,NA,NA,Evans 4855,Free,"Whitefield, George, 1714-1770.",1741,"A continuation of the Reverend Mr. Whitefield's journal, from his arrival at Savannah, May 7. His stay there till July 25. From thence to Frederica, at which place he arriv'd August 8. His return to Savannah again August 16. His departure from thence to Charlestown, South Carolina. From which place he took his passage on board Capt. Coc, bound to England. : A particular account of his dangerous voyage, while he was nine weeks and three days upon the seas, provisions almost gone, the whole ship's crew in a perishing condition, till their arrival at Ireland, (having then but about half a pint of water) there they landed. From thence Mr. Whitefield travelled by land till he arriv'd in London. : With a preface, giving the reason, why he publishes a continuation of his journals.","Whitefield, George, 1714-1770.; Great Awakening.; Voyages and travels.; Hymns.; Publishers' catalogues -- Massachusetts -- Boston.",55,14137,18,1740,1700-1750,y,
N04608,NA,NA,Evans 5725,Free,"Gentleman.; Charlevoix, Pierre François Xavier de, 1682-1761.",1746,"An account of the French settlements in North America: shewing from the latest authors, the towns, ports, islands, lakes, rivers, &c. of Canada, claimed and improved by the French king. / By a gentleman. ; To which is added an appendix, giving a more particular and exact account of Quebec, with its inhabitants and their manner of living. By P. Charlevoix.","Canada -- History -- To 1763 (New France).; Canada -- Description and travel.; Québec (Québec) -- Description and travel; Montréal (Québec) -- Description and travel; United States -- History -- King George's War, 1744-1748.; Booksellers' advertisements -- Massachusetts -- Boston.",26,8736,18,1740,1700-1750,n,
N05002,NA,NA,Evans 6269,Free,"Whitefield, George, 1714-1770.",1748,"A letter from the Reverend Mr. Whitefield, to a reverend divine in Boston; giving a short account of his late visit to Bermuda.","Whitefield, George, 1714-1770.; Voyages and travels.",7,1006,18,1740,1700-1750,y,
N05057,NA,NA,Evans 6346,Free,"Little, Otis, 1712-1754.",1749,"The state of trade in the northern colonies considered; with an account of their produce, and a particular description of Nova Scotia. : [One line in Latin from Cicero]",Canada -- Commerce.; Great Britain -- Colonies -- America.; New England -- Commerce.; Nova Scotia -- Description and travel.; Nova Scotia -- Economic conditions.; Booksellers' advertisements -- Massachusetts -- Boston.,42,13294,18,1740,1700-1750,y,
N05268,NA,NA,Evans 6658,Free,"Dickinson, Jonathan, 1663-1722.",1751,"God's protecting providence, man's surest help and defence, in the times of the greatest difficulty, and most eminent danger. Evidenced, in the remarkable deliverance of Robert Barrow, with divers persons, from the devouring waves of the sea; among which they suffered shipwrack: and also, from the cruel, devouring jaws of the inhuman canibals of Florida. / Faithfully related by Jonathan Dickinson, one of the persons concerned therein.","Barrow, Robert, d. 1697.; Shipwrecks -- Florida.; Indian captivities; Indians of North America -- Florida.; Seminole Indians.; Voyages and travels.; Florida -- Description and travel.; Captivity narratives.",89,32702,18,1750,1750-1800,y,
N05835,NA,NA,Evans 7411,Free,"Evans, Lewis, 1700?-1756.; Evans, Lewis, 1700?-1756, ill.; Turner, James, d. 1759, engraver.; Evans, Lewis, 1700?-1756. General map of the middle British colonies in America.",1755,"Geographical, historical, political, philosophical and mechanical essays. The first, containing an analysis of a general map of the middle British colonies in America; and of the country of the confederate Indians: a description of the face of the country; the boundaries of the confederates; and the maritime and inland navigations of the several rivers and lakes contained therein. / By Lewis Evans.",Iroquois Indians.; Middle Atlantic States -- Description and travel -- Maps.; Ohio River Valley -- Description and travel -- Maps.; United States -- Description and travel -- Early works to 1800 -- Maps,37,19517,18,1750,1750-1800,n,
N06192,NA,NA,Evans 7859,Free,"Bulkeley, John.; Cummins, John, carpenter of H.M.S. Wager.; Denny, William, b. 1718, dedicatee.; Vernon, Edward, 1684-1757, dedicatee.",1757,"A voyage to the South Seas, in the years 1740-1. Containing a faithful narrative of the loss of His Majesty's Ship the the [sic] Wager on a desolate island in the latitude 47 south, longitude 81:40 west ... Interspersed with many entertaining and curious observations, not taken notice of by Sir John Narborough, or any other journalist, with many things not published in the first edition. / By John Bulkeley and John Cummins, late gunner and carpenter of the Wager.","Wager (Ship).; Shipwrecks.; Voyages and travels.; Chiloé, Chile (Province).; Patagonia (Argentina and Chile); Subscribers' lists.",329,66713,18,1750,1750-1800,n,
N06398,NA,NA,Evans 8117,Free,"Eastburn, Robert, 1710-1778.; Tennent, Gilbert, 1703-1764.",1758,"A faithful narrative, of the many dangers and sufferings, as well as wonderful and surprizing deliverances of Robert Eastburn, during his late captivity among the Indians: together with some remarks upon the country of Canada, and the religion and policy of its inhabitants; : the whole intermixed with devout reflections. / By Robert Eastburn. ; Published at the earnest request of many persons, for the benefit of the public. ; With a recommendatory preface, by the Rev. Gilbert Tennent. ; [Six lines from Psalms]","Indian captivities; Canada -- Description and travel.; United States -- History -- French and Indian War, 1755-1763 -- Personal narratives.; Captivity narratives.",34,10446,18,1750,1750-1800,n,
N07119,NA,NA,Evans 9066,Free,"Benezet, Anthony, 1713-1784.; Wallace, George, 1727-1805.; Philmore, J. Two dialogues on the man-trade. Selections.",1762,"A short account of that part of Africa, inhabited by the Negroes; with respect to the fertility of the country; the good disposition of many of the natives, and the manner by which the slave trade is carried on. / Extracted from several authors, in order to shew the iniquity of that trade, and the falsity of the arguments usually advanced in its vindication. ; With a quotation from George Wallis's [i.e. Wallace's] System of the laws, &c. and a large extract from a pamphlet, lately published in London, on the subject of the slave trade. ; [Seven lines of Scripture texts]",Slavery.; Slave-trade -- Africa.; Blacks -- Africa.; Africa -- Description and travel.,56,13886,18,1760,1750-1800,n,
N08884,NA,NA,Evans 11340,Free,"Goldsmith, Oliver, 1728-1774.; Goldsmith, Henry, dedicatee.",1768,"The traveller: or, A prospect of society. A poem. Containing a sketch of the manners of Italy, Switzerland, France, Holland, and Britain. : To which is added, True beauty: a matrimonial tale. : Likewise, The adventures of Tom Dreadnought, who served as a soldier, and also as a sailor, in the late war. / By Oliver Goldsmith, M.B. [i.e., M.D.?] Author of The vicar of Wakefield, &c.; Traveller",Europe -- Description and travel -- Poetry.; Poems -- 1768.,122,60832,18,1760,1750-1800,n,
N09090,NA,NA,Evans 11603,Free,"Clúny, Alexander.",1770,"The American traveller: containing observations on the present state, culture and commerce of the British colonies in America, and the further improvements of which they are capable; with an account of the exports, imports and returns of each colony respectively,--and of the numbers of British ships and seamen, merchants, traders and manufacturers employed by all collectively: together with the amount of the revenue arising to Great-Britain therefrom. : In a series of letters, written originally to the Right Honourable the Earl of ******** / By an old and experienced trader.",Hudson's Bay Company.; Great Britain -- Colonies -- America.; United States -- Description and travel.; Canada -- Description and travel.; Prospectuses.,91,25577,18,1770,1750-1800,y,
N10458,NA,NA,Evans 13258,Free,"Duché, Jacob, 1738-1798.; Hamilton, James, 1710-1783, dedicatee.",1774,"Observations on a variety of subjects, literary, moral and religious; in a series of original letters, / written by a gentleman of foreign extraction, who resided some time in Philadelphia. ; Revised by a friend, to whose hands the manuscript was committed for publication.",Philadelphia (Pa.) -- Description and travel; Pennsylvania -- Description and travel.,251,29738,18,1770,1750-1800,n,
N10511,NA,NA,Evans 13324,Free,"Hawkesworth, John, 1715?-1773.; Revere, Paul, 1735-1818, engraver.; Romans, Bernard, ca. 1720-ca. 1784, engraver.",1774,"A new voyage, round the world, in the years 1768, 1769, 1770, and 1771; undertaken by order of His present Majesty, performed by, Captain James Cook, in the ship Endeavour, drawn up from his own journal, and from the papers of Joseph Banks, Esq. F.R.S. : And published by the special direction of the Right Honourable the Lords of the Admiralty. / By John Hawkesworth, L.L.D. and late director of the East-India Company. ; In two volumes: with cutts [sic] and a map of the whole navigation. ; Vol. I[-II].","Cook, James, 1728-1779.; Banks, Joseph, -- Sir, 1743-1820.; Voyages around the world.; Voyages and travels.; Oceania -- Description and travel.; Subscribers' lists.; Booksellers' advertisements -- New York (N.Y.).",540,530408,18,1770,1750-1800,n,
N11419,NA,NA,Evans 14440,Free,"Romans, Bernard, ca. 1720-ca. 1784.; Brown, William.; Ellis, John, ca. 1710-1776, dedicatee.; Romans, Bernard, ca. 1720-ca. 1784, engraver.",1775,"A concise natural history of East and West Florida; containing an account of the natural produce of all the southern part of British America, in the three kingdoms of nature, particularly the animal and vegetable. : Likewise, the artificial produce now raised, or possible to be raised, and manufactured there, with some commercial and political observations in that part of the world; and a chorographical account of the same. : To which is added, by way of appendix, plain and easy directions to navigators over the bank of Bahama, the coast of the two Floridas, the north of Cuba, and the dangerous Gulph Passage. Noting also, the hitherto unknown watering places in that part of America, intended principally for the use of such vessels as may be so unfortunate as to be distressed by weather in that difficult part of the world. / By Captain Bernard Romans. ; Illustrated with twelve copper plates, and two whole sheet maps. ; Vol. I.","Natural history -- Florida.; Pilot guides -- Mexico, Gulf of.; Pilot guides -- West Indies.; Indians of North America -- Gulf States.; Florida -- Description and travel.; Subscribers' lists.",444,129769,18,1770,1750-1800,n,
N12544,NA,NA,Evans 15853,Free,"Hume, David, 1711-1776.; Smith, Adam, 1723-1790.; Strahan, William, 1715-1785.; Poivre, Pierre, 1719-1786. Travels of a philosopher.",1778,"The life of David Hume, Esq; the philosopher and historian, written by himself. ; To which are added, The travels of a philosopher, containing observations on the manners and arts of various nations, in Africa and Asia. From the French of M. Le Poivre, late envoy to the King of Cochin-China, and now intendant of the isles of Bourbon and Mauritius.","Hume, David, 1711-1776.; Agriculture -- Tropics.; Africa -- Description and travel.; Asia -- Description and travel.; Travel literature.; Booksellers' advertisements -- Pennsylvania -- Philadelphia.",62,55745,18,1770,1750-1800,n,
N13310,NA,NA,Evans 16825,Free,"McNutt, Alexander, 1725?-1811.",1780,"Considerations on the sovereignty, independence, trade and fisheries of New Ireland, (formerly known by the name of Nova Scotia) and the adjacent islands: submitted to the European powers, that may be engaged in settling the terms of peace, among the nations at war.",Nova Scotia -- Description and travel.; Nova Scotia -- History -- 1775-1783.; Canada -- History -- 1775-1783.,25,5638,18,1780,1750-1800,y,
N14243,NA,NA,Evans 18036,Free,"Moore, John, 1729-1802.; Freneau, Philip Morin, 1752-1832.; Hamilton, Douglas Hamilton, Duke of, 1756-1799, dedicatee.",1783,"A view of society and manners in France, Switzerland, Germany, and Italy: with anecdotes relating to some eminent characters. / Written by John Moore, M.D. during his travels through those countries, with His Grace, the present Duke of Hamilton. ; [Three lines of verse from Horace translated by Francis] ; The first volume.",France -- Social life and customs -- 18th century; Germany -- Social life and customs.; Switzerland -- Social life and customs.; Travel literature.; Booksellers' advertisements -- Pennsylvania -- Philadelphia.,628,570018,18,1780,1750-1800,n,
N14342,NA,NA,Evans 18167,Free,"Robin, abbé, 1750-1794.; Freneau, Philip Morin, 1752-1832, tr.; Berkeley, George, 1685-1753. Verses on the prospect of planting arts and learning in America.",1783,"New travels through North-America: in a series of letters; exhibiting, the history of the victorious campaign of the allied armies, under His Excellency General Washington, and the Count de Rochambeau, in the year 1781. : Interspersed woth political, and philosophical observations, upon the genius, temper, and customs of the Americans; also narrations of the capture of General Burgoyne, and Lord Cornwallis, with their armies; and a variety of interesting particulars, which occurred, in the course, of the war in America. / Translated from the original of the Abbé Robin, one of the chaplains to the French army in America. ; [Six lines from Young]","United States -- Description and travel -- Early works to 1800; United States -- History -- Revolution, 1775-1783 -- Personal narratives.; United States -- History -- Revolution, 1775-1783 -- French participation.; United States -- History -- Revolution, 1775-1783 -- Campaigns and battles.; Booksellers' advertisements -- Pennsylvania -- Philadelphia.; Poems -- 1783.",113,53611,18,1780,1750-1800,n,
N14479,NA,NA,Evans 18344,Free,"Belknap, Jeremy, 1744-1798.",1784,"The history of New-Hampshire. : Volume I. Comprehending the events of one complete century from the discovery of the River Pascataqua. / By Jeremy Belknap, A.M. Member of the American Philosophical Society Held at Philadelphia for Promoting Useful Knowledge. ; [Four lines in Latin from Ovid]",New Hampshire -- History.; New Hampshire -- Description and travel.,453,112539,18,1780,1750-1800,y,
N14512,NA,NA,Evans 18391,Free,"Carver, Jonathan, 1710-1780.; Banks, Joseph, Sir, 1743-1820, dedicatee.",1784,"Three years travels, through the interior parts of North-America, for more than five thousand miles ... together with a concise history of the genius, manners, and customs of the Indians ... and an appendix, describing the uncultivated parts of America that are the most proper for forming settlements. / By Captain Jonathan Carver, of the provincial troops in America.; Travels through the interior parts of North America","Voyages and travels.; Natural history -- North America.; Indians of North America -- Social life and customs.; Indians of North America -- Languages.; Ojibwa language.; United States -- Description and travel -- Early works to 1800; Mississippi River.; Northwest, Old.",216,99904,18,1780,1750-1800,n,
N14564,NA,NA,Evans 18467,Free,"Filson, John, 1753?-1788.; Boone, Daniel, 1734-1820. Adventures of Col. Daniel Boon.; Pursell, Henry D., engraver.",1784,"The discovery, settlement and present state of Kentucke: and an essay towards the topography, and natural history of that important country: : to which is added, an appendix, containing, I. The adventures of Col. Daniel Boon, one of the first settlers, comprehending every important occurence in the political history of that province. II. The minutes of the Piankashaw Council, held at Post St. Vincents, April 15, 1784. III. An account of the Indian nations inhabiting within the limits of the thirteen original United States, their manners and customs, and reflections on their origin. IV. The stages and distances between Philadelphia and the falls of the Ohio; from Pittsburg to Pensacola and several other places.--The whole illustrated by a new and accurate map of Kentucke, and the country adjoining, drawn from actual surveys. / By John Filson.",Indian captivities; Public lands -- United States; Kentucky -- Description and travel.; Captivity narratives.,118,23342,18,1780,1750-1800,n,
N14613,NA,NA,Evans 18532,Free,"Hutchins, Thomas, 1730-1789.",1784,"An historical narrative and topographical description of Louisiana, and West-Florida, comprehending the river Mississippi with its principal branches and settlements, and the rivers Pearl, Pascagoula, Mobille, Perdido, Escambia, Chacta-Hatcha, &c. : The climate, soil, and produce whether animal, vegetable, or mineral; : with directions for sailing into all the bays, lakes, harbours and rivers on the north side of the Gulf of Mexico, and for navigating between the islands situated along that coast, and ascending the Mississippi River. / By Thomas Hutchins, geographer to the United States.","Louisiana -- Description and travel; Louisiana -- History -- To 1803.; Florida -- Description and travel.; West Florida -- History.; Mississippi River Valley -- Description and travel.; Southwest, Old -- Description and travel.; Guidebooks -- United States.",95,31686,18,1780,1750-1800,y,
N14937,NA,NA,Evans 18944,Free,"Brockway, Thomas, 1745-1807.",1785,"The European traveller in America. Contained in three letters to his friend, in London. ; [Three lines in Latin from Virgil]",United States -- Description and travel -- Early works to 1800,41,11179,18,1780,1750-1800,y,
N15928,NA,NA,Evans 20375,Free,"Freneau, Philip Morin, 1752-1832.",1787,"A journey from Philadelphia to New-York, by way of Burlington and South-Amboy. By Robert Slender, stocking weaver. ; Extracted from the author's journals. ; [Two lines from Horace]","Voyages and travels -- Poetry.; New Jersey -- Description and travel -- Poetry.; New Jersey -- Anecdotes, facetiae, satire, etc.; Poems -- 1787.; Satires.",28,7696,18,1780,1750-1800,y,
N15960,NA,NA,Evans 20424,Free,"Hutchins, Thomas, 1730-1789.; Hutchins, Thomas, 1730-1789, ill.; Norman, John, ca. 1748-1817, engraver.; Kennedy, Patrick. Mr. Patrick Kennedy's journal of an expedition ...",1787,"A topographical description of Virginia, Pennsylvania, Maryland, and North Carolina, comprehending the rivers Ohio, Kenhawa, Sioto, Cherokee, Wabash, Illinois, Missisippi [sic], &c. The climate, soil and produce, whether animal, vegetable, or mineral; the mountains, creeks, roads, distances, latitudes, &c. and of every part, laid down in the annexed map. / Published by Thomas Hutchins, captain in the 60th Regiment of Foot. ; With a plan of the rapids of the Ohio, a plan of the several villages in the Illinois country, a table of the distances between Fort Pitt and the mouth of the Ohio, all engraved upon copper. ; And an appendix, containing Mr. Patrick Kennedy's journal up the Illinois River, and a correct list of the different nations and tribes of Indians, with the number of fighting men, &c.",Indians of North America -- Statistics.; Virginia -- Description and travel -- Early works to 1800; Pennsylvania -- Description and travel -- Early works to 1800; Maryland -- Description and travel -- Early works to 1800; North Carolina -- Description and travel -- Early works to 1800; Ohio River Valley -- Description and travel.; Mississippi River Valley -- Description and travel -- Early works to 1800; United States -- Description and travel -- Early works to 1800; Guidebooks -- United States.,38,13953,18,1780,1750-1800,n,
N15973,NA,NA,Evans 20444,Free,"Kolb, Peter, 1675-1726.; Le Comte, Louis, 1655-1728.; Wolf.",1787,"A Collection of voyages and travels, containing I. The voyage of Peter Kolben, A.M. to the Cape of Good Hope. II. A voyage to China, by Lewis Le Compte. III. Anecdotes of the elephant, from W[olf's] Travels.",Travel literature.; Anthologies.,133,31657,18,1780,1750-1800,n,
N16346,NA,NA,Evans 20981,Free,"Brissot de Warville, J.-P. (Jacques-Pierre), 1754-1793.",1788,"A critical examination of the Marquis de Chatellux's [i.e., Chastellux's] Travels, in North America, in a letter addressed to the Marquis; principally intended as a refutation of his opinions concerning the Quakers, the Negroes, the people, and mankind. / Translated from the French of J.P. Brissot de Warville, ; with additions and corrections of the author. ; [One line of quotation in French]; Examen critique des Voyages dans l'Amérique septentrionale. English","Chastellux, François Jean, -- marquis de, 1734-1788. -- Voyages dans l'Amérique Septentrionale.; Society of Friends.; Black race.; United States -- Description and travel -- Early works to 1800",91,32015,18,1780,1750-1800,y,
N16879,NA,NA,Evans 21728,Free,"Carver, Jonathan, 1710-1780.; Banks, Joseph, Sir, 1743-1820, dedicatee.",1789,"Three years travels, through the interior parts of North-America, for more than five thousand miles ... together with a concise history of the genius, manners, and customs of the Indians ... and an appendix, describing the uncultivated parts of America that are the most proper for forming settlements. / By Captain Jonathan Carver, of the provincial troops in America.; Travels through the interior parts of North America","Voyages and travels.; Natural history -- North America.; Indians of North America -- Social life and customs.; Indians of North America -- Languages.; Ojibwa language.; United States -- Description and travel -- Early works to 1800; Mississippi River.; Northwest, Old.",296,99486,18,1780,1750-1800,n,
N17326,NA,NA,Evans 22380,Free,"Burges, Bartholomew.; Lamb, John, 1735-1800, dedicatee.; Rollinson, William, 1762-1842, engraver.; Shepherd, Edward, ill.; Clepham, ill.",1790,"A series of Indostan letters By Barw. Burges ; containing a striking account of the manners & customs of the Gentoo nations & of the Moguls & other Mahomedan tribes in Indostan ; with other polemical East India tracts both amusing, interesting, & perfectly original.",East India Company of North America.; India -- Description and travel; Travel literature.; Subscribers' lists.,191,55123,18,1790,1750-1800,n,
N17788,NA,NA,Evans 23039,Free,"Watson, Elkanah, 1758-1842.",1790,"A tour in Holland, in MDCCLXXXIV. / By an American.",Netherlands -- Description and travel.; Travel literature.,188,24091,18,1790,1750-1800,y,
N17835,NA,NA,Evans 23101,Free,"Franklin, William Temple, 1760-1823.; Morris, Robert, 1734-1806.",1791,"An account of the soil, growing timber, and other productions, of the lands in the countries situated in the back parts of the states of New-York and Pennsylvania, in North America. And particularly the lands in the county of Ontario, known by the name of the Genesee Tract, lately located, and now in the progress of being settled.",Land settlement -- New York (State).; New York (State) -- Emigration and immigration.; New York (State) -- Description and travel.; Genesee River region (Pa. and N.Y.).,52,11435,18,1790,1750-1800,n,
N17871,NA,NA,Evans 23159,Free,"Bartram, William, 1739-1823.; Bartram, William, 1739-1823, ill.; Trenchard, James, b. 1747, engraver.; Bartram, William, 1739-1823. Account of the persons, manners, customs and government of the Muscogulges ...",1791,"Travels through North & South Carolina, Georgia, East & West Florida, the Cherokee country, the extensive territories of the Muscogulges, or Creek Confederacy, and the country of the Chactaws; containing, an account of the soil and natural productions of those regions, together with observations on the manners of the Indians. : Embellished with copper-plates. / By William Bartram.; Travels through North and South Carolina",Voyages and travels.; Indians of North America -- Social life and customs.; Indians of North America -- Southern States.; Cherokee Indians.; Choctaw Indians.; Creek Indians.; Southern States -- Description and travel.,553,304152,18,1790,1750-1800,n,
N17876,NA,NA,Evans 23166,Free,"Belknap, Jeremy, 1744-1798.; Belknap, Jeremy, 1744-1798, cartographer.; Hill, Samuel, 1766?-1804, engraver.",1791,"The history of New-Hampshire. : Volume II. Comprehending the events of of seventy five years, from MDCCXV to MDCCXC. : Illustrated by a map. / By Jeremy Belknap, A.M. Member of the Philosophical Society in Philadelphia, and of the Academy of Arts and Sciences in Massachusetts.",New Hampshire -- History.; New Hampshire -- Description and travel.,493,99782,18,1790,1750-1800,n,
N18558,NA,NA,Evans 24087,Free,"Belknap, Jeremy, 1744-1798.",1792,"The history of New-Hampshire. : Volume I. Comprehending the events of one complete century from the discovery of the River Pascataqua. / By Jeremy Belknap, A.M. Member of the American Philosophical Society Held at Philadelphia for Promoting Useful Knowledge. ; [Four lines in Latin from Ovid]",New Hampshire -- History.; New Hampshire -- Description and travel.,464,112637,18,1790,1750-1800,y,
N18559,NA,NA,Evans 24088,Free,"Belknap, Jeremy, 1744-1798.",1792,"The history of New-Hampshire. : Volume III. Containing a geographical description of the state; with sketches of its natural history, productions, improvements, and present state of society and manners, laws and government. / By Jeremy Belknap, A.M. Member of the Philosophical Society in Philadelphia, and of the Academy of Arts and Sciences in Massachusetts.",New Hampshire -- History.; New Hampshire -- Description and travel.; Subscribers' lists.,489,104915,18,1790,1750-1800,y,
N18607,NA,NA,Evans 24146,Free,"Brissot de Warville, J.-P. (Jacques-Pierre), 1754-1793.; Barlow, Joel, 1754-1812, tr.",1792,New travels in the United States of America. Performed in 1788. / By J.P. Brissot de Warville. ; Translated from the French. ; [Five lines from Tacitus]; Nouveau voyage dans les Etats-Unis. English,United States -- Description and travel -- Early works to 1800; Booksellers' advertisements -- New York (N.Y.).; Advertisements -- Drugs.,272,89381,18,1790,1750-1800,n,
